,wave.pagetitle,wave.pageurl,wave.time,wave.allitemcount,wave.totalelements,wave.waveurl,wave.error.count,wave.contrast.count,wave.alert.count,wave.feature.count,wave.structure.count,wave.aria.count,ipeds.schoolname,ipeds.city,ipeds.state,ipeds.degrees_awarded.predominant,ipeds.degrees_awarded.highest,ipeds.ownership,ipeds.admission_rate.overall,ipeds.online_only,ipeds.attendance.academic_year,ipeds.attendance.program_year,ipeds.tuition.in_state,ipeds.tuition.out_of_state,ipeds.ft_faculty_rate,ipeds.institutional_characteristics.level,ipeds.endowment.begin,ipeds.size,ipeds.avg_net_price.public,ipeds.avg_net_price.private
606,Outside of Ordinary | Alfred University,alfred.edu,5.12,392,715,http://wave.webaim.org/report?url=www.alfred.edu/,0,1,15,21,64,291,Alfred University,Alfred,NY,3,4,2,0.6411,0.0,50643.0,,34960.0,34960.0,0.806,1,138253806.0,1572.0,,22685.0
607,AMDA | College and Conservatory of the Performing Arts,amda.edu,4.83,204,985,http://wave.webaim.org/report?url=www.amda.edu/,0,11,23,69,99,2,American Musical and Dramatic Academy,New York,NY,1,3,2,0.4441,0.0,58517.0,,41960.0,41960.0,1.0,1,,1395.0,,46298.0
608,Bank Street College of Education,bankstreet.edu,6.14,107,648,http://wave.webaim.org/report?url=www.bankstreet.edu/,0,6,8,36,31,26,Bank Street College of Education,New York,NY,4,4,2,,0.0,,,,,0.6389,1,30583675.0,,,
609,"SUNY Broome Community College | Binghamton, New York",sunybroome.edu,4.52,595,1382,http://wave.webaim.org/report?url=www.sunybroome.edu/,1,0,39,52,42,461,SUNY Broome Community College,Binghamton,NY,2,2,1,,0.0,13872.0,,6136.0,11224.0,0.4757,2,35621315.0,3902.0,7043.0,
610,"Canisius College - Buffalo, NY",canisius.edu,4.93,1188,4033,http://wave.webaim.org/report?url=https://www.canisius.edu/,7,13,162,33,322,651,Canisius College,Buffalo,NY,3,4,2,0.7602,0.0,39217.0,,30230.0,30230.0,0.4452,1,129200979.0,1957.0,,18602.0
611,Cayuga Community College | SUNY,cayuga-cc.edu,6.32,166,1302,http://wave.webaim.org/report?url=https://www.cayuga-cc.edu/,5,3,10,15,121,12,Cayuga County Community College,Auburn,NY,2,2,1,,0.0,12804.0,,5884.0,10876.0,0.375,2,14123543.0,1435.0,5922.0,
612,Christine Valmy Skin Care Products and Beauty Education,christinevalmy.com,2.82,172,590,http://wave.webaim.org/report?url=https://www.christinevalmy.com/,1,3,44,33,55,36,Christine Valmy International School for Esthetics Skin Care & Makeup,New York,NY,1,1,3,,0.0,,17826.0,,,,3,,589.0,,15761.0
613,Christine Valmy Skin Care Products and Beauty Education,christinevalmy.com,2.82,172,590,http://wave.webaim.org/report?url=https://www.christinevalmy.com/,1,3,44,33,55,36,Christine Valmy International School of Esthetics & Cosmetology,Pine Brook,NJ,1,1,3,,0.0,,23068.0,,,,3,,226.0,,20524.0
614,Immerse yourself in transformative training at Broadway’s most intimate Theater | Circle in the Square Theatre School,circlesquare.org,4.52,134,532,http://wave.webaim.org/report?url=www.circlesquare.org/,13,0,22,19,45,35,Circle in the Square Theatre School,New York,NY,1,1,2,0.1212,0.0,46765.0,,19540.0,19540.0,,2,,25.0,,46298.0
615,Home - Cochran School of Nursing,cochranschoolofnursing.us,2.82,242,591,http://wave.webaim.org/report?url=www.cochranschoolofnursing.us/,1,7,16,4,24,190,Cochran School of Nursing,Yonkers,NY,2,2,2,,0.0,,,,,0.7778,2,,94.0,,
616,Columbia University in the City of New York,columbia.edu,3.22,413,1391,http://wave.webaim.org/report?url=www.columbia.edu/,0,6,10,63,77,257,Columbia University in the City of New York,New York,NY,3,4,2,0.0666,0.0,79750.0,,61671.0,61671.0,0.4878,1,10950738000.0,8148.0,,22823.0
617,Columbia-Greene Community College | Columbia-Greene Community College,sunycgcc.edu,4.25,112,681,http://wave.webaim.org/report?url=https://www.sunycgcc.edu/,8,6,7,15,33,43,Columbia-Greene Community College,Hudson,NY,2,2,1,,0.0,11269.0,,5616.0,10584.0,1.0,2,3312511.0,955.0,5740.0,
618,Weill Cornell Medicine,weill.cornell.edu,2.43,176,811,http://wave.webaim.org/report?url=https://weill.cornell.edu/,0,3,17,20,46,90,Weill Medical College of Cornell University,New York,NY,4,4,2,,0.0,,,,,1.0,1,,,,
619,BMCC,bmcc.cuny.edu,6.44,115,1167,http://wave.webaim.org/report?url=www.bmcc.cuny.edu/,9,7,23,38,31,7,CUNY Borough of Manhattan Community College,New York,NY,2,2,1,,0.0,12796.0,,5170.0,8050.0,0.4189,2,7701745.0,21446.0,5646.0,
620,The City College of New York,ccny.cuny.edu,3.32,574,1315,http://wave.webaim.org/report?url=www.ccny.cuny.edu/,21,21,245,69,114,104,CUNY City College,New York,NY,3,4,1,0.5054,0.0,13667.0,,7340.0,15290.0,0.4192,1,320345295.0,11967.0,2805.0,
621,Kingsborough Community College,kbcc.cuny.edu,5.22,282,1605,http://wave.webaim.org/report?url=www.kbcc.cuny.edu/,2,0,36,35,67,142,CUNY Kingsborough Community College,Brooklyn,NY,2,2,1,,0.0,13470.0,,5252.0,8132.0,0.4401,2,1916696.0,8849.0,6086.0,
622,"Queens College, CUNY | We Learn So That We May Serve",qc.cuny.edu,7.73,1244,2042,http://wave.webaim.org/report?url=https://www.qc.cuny.edu/,1,6,61,27,179,970,CUNY Queens College,Queens,NY,3,4,1,0.5349,0.0,13768.0,,7538.0,15488.0,0.4093,1,72417203.0,15735.0,3469.0,
623,Home,law.cuny.edu,2.92,70,639,http://wave.webaim.org/report?url=www.law.cuny.edu/,1,0,8,25,34,2,CUNY School of Law,Long Island City,NY,4,4,1,,0.0,,,,,0.7568,1,3340748.0,,,
624,Welcome — York College / CUNY,york.cuny.edu,4.62,173,996,http://wave.webaim.org/report?url=www.york.cuny.edu/,0,0,28,35,64,46,CUNY York College,Jamaica,NY,3,4,1,0.5276,0.0,13948.0,,7358.0,15308.0,0.3262,1,2001484.0,6283.0,3985.0,
625,WNY’s Premier Health Sciences Educator | Daemen University,daemen.edu,3.22,135,530,http://wave.webaim.org/report?url=www.daemen.edu/,16,9,9,10,36,55,Daemen University,Amherst,NY,3,4,2,0.6178,0.0,40900.0,,30360.0,30360.0,0.5213,1,21216400.0,1608.0,,18775.0
626,EBI Career College | Career Training | Business Training | Medical Training,ebi.edu,2.32,56,284,http://wave.webaim.org/report?url=www.ebi.edu/,18,15,14,2,7,0,Elmira Business Institute,Vestal,NY,2,2,3,,0.0,56394.0,,22850.0,22850.0,,2,,23.0,,52796.0
627,Home,fitnyc.edu,7.04,1525,6320,http://wave.webaim.org/report?url=www.fitnyc.edu/,4,10,12,16,500,983,Fashion Institute of Technology,New York,NY,2,4,1,0.5898,0.0,18403.0,,5913.0,16493.0,1.0,1,39353547.0,7683.0,10389.0,
628,Homepage | Five Towns College,ftc.edu,6.72,470,3509,http://wave.webaim.org/report?url=www.ftc.edu/,26,53,134,53,123,81,Five Towns College,Dix Hills,NY,3,4,3,0.47,0.0,35154.0,,25595.0,25595.0,0.2016,1,,604.0,,22769.0
629,Genesee Community College,genesee.edu,3.12,128,806,http://wave.webaim.org/report?url=www.genesee.edu/,8,21,12,20,64,3,Genesee Community College,Batavia,NY,2,2,1,,0.0,12541.0,,5040.0,5640.0,0.4133,2,5378498.0,2420.0,6145.0,
630,Hobart and William Smith Colleges,hws.edu,2.72,83,487,http://wave.webaim.org/report?url=www.hws.edu/,1,4,9,22,47,0,Hobart William Smith Colleges,Geneva,NY,3,4,2,0.6184,0.0,74375.0,,58650.0,58650.0,0.8721,1,209690877.0,1812.0,,35764.0
631,Houghton University | Nationally Ranked Christian University,houghton.edu,4.92,280,671,http://wave.webaim.org/report?url=www.houghton.edu/,3,6,35,7,82,147,Houghton College,Houghton,NY,3,4,2,0.7998,0.0,44952.0,,34466.0,34466.0,0.5857,1,54414221.0,838.0,,23764.0
632,Home | Jamestown Community College,sunyjcc.edu,2.83,146,785,http://wave.webaim.org/report?url=www.sunyjcc.edu/,1,2,7,24,66,46,Jamestown Community College,Jamestown,NY,2,2,1,,0.0,15896.0,,6336.0,11536.0,0.1925,2,,2038.0,8302.0,
633,Jamestown Business College - Where Students Come First,jbc.edu,6.53,185,915,http://wave.webaim.org/report?url=www.jbc.edu/,11,70,23,8,54,19,Jamestown Business College,Jamestown,NY,2,3,3,0.9786,0.0,18398.0,,12645.0,12645.0,,1,,284.0,,6198.0
634,Jamestown Business College - Where Students Come First,jbc.edu,6.53,185,915,http://wave.webaim.org/report?url=www.jbc.edu/,11,70,23,8,54,19,Jamestown Business College -,Salamanca,NY,0,0,3,,,,,12645.0,12645.0,,1,,,,
635,Jefferson Community College,sunyjefferson.edu,4.02,144,481,http://wave.webaim.org/report?url=https://www.sunyjefferson.edu/,0,1,9,14,47,73,Jefferson Community College,Watertown,NY,2,2,1,,0.0,17591.0,,5688.0,10608.0,0.3977,2,4207255.0,1903.0,10767.0,
636,Homepage • Marymount Manhattan College,mmm.edu,6.34,221,1253,http://wave.webaim.org/report?url=www.mmm.edu/,1,36,14,69,36,65,Marymount Manhattan College,New York,NY,3,3,2,0.8818,0.0,59167.0,,37410.0,37410.0,0.2465,1,21266020.0,1662.0,,38757.0
637,Home,mvcc.edu,6.13,173,794,http://wave.webaim.org/report?url=www.mvcc.edu/,7,13,39,15,36,63,Mohawk Valley Community College,Utica,NY,2,2,1,,0.0,14843.0,,5500.0,7798.0,0.4928,2,,3188.0,7942.0,
638,Database Error,nyts.edu,2.12,3,10,http://wave.webaim.org/report?url=nyts.edu/,1,0,1,0,1,0,New York Theological Seminary,New York,NY,4,4,2,,0.0,,,,,1.0,1,1001487.0,,,
639,New York School of Interior Design,nysid.edu,5.83,170,1303,http://wave.webaim.org/report?url=www.nysid.edu/,8,19,38,32,25,48,New York School of Interior Design,New York,NY,3,4,2,0.6725,0.0,53522.0,,26322.0,26322.0,0.0455,1,5494169.0,401.0,,50846.0
640,Plaza College - Plaza College,plazacollege.edu,5.82,223,881,http://wave.webaim.org/report?url=www.plazacollege.edu/,3,35,7,27,67,84,Plaza College,Forest Hills,NY,2,3,3,0.3001,0.0,22081.0,,13450.0,13450.0,0.3034,1,,869.0,,16091.0
641,Pratt Institute,pratt.edu,3.52,204,1112,http://wave.webaim.org/report?url=https://www.pratt.edu/,9,1,11,35,70,78,Pratt Institute-Main,Brooklyn,NY,3,4,2,0.6594,0.0,69497.0,,53814.0,53814.0,0.1614,1,205216465.0,3101.0,,47438.0
642,Pratt Institute,pratt.edu,3.52,204,1112,http://wave.webaim.org/report?url=https://www.pratt.edu/,9,1,11,35,70,78,Pratt Manhattan-A Division of Pratt Institute,New York,NY,0,0,2,,,,,53814.0,53814.0,,1,,,,
643,Rabbinical College Beth Shraga,rabbinicalcollegebethshraga.com,2.62,50,430,http://wave.webaim.org/report?url=https://rabbinicalcollegebethshraga.com/,4,2,7,4,17,16,Rabbinical College Beth Shraga,Monsey,NY,2,2,2,1.0,0.0,23950.0,,14250.0,14250.0,,1,,40.0,,10129.0
644,Home,rabbinical.org,4.32,135,312,http://wave.webaim.org/report?url=www.rabbinical.org/,2,4,5,5,19,100,Rabbinical Seminary of America,Flushing,NY,3,4,2,0.9828,0.0,19100.0,,9900.0,9900.0,0.9286,1,77866.0,281.0,,7398.0
645,RCC Homepage - Rockland Community College,sunyrockland.edu,3.82,198,1226,http://wave.webaim.org/report?url=www.sunyrockland.edu/,8,29,15,25,29,92,Rockland Community College,Suffern,NY,2,2,1,,0.0,15629.0,,5618.0,10728.0,0.1975,2,,4524.0,9934.0,
646,Home of Your Future | The College of Saint Rose,strose.edu,3.32,392,1881,http://wave.webaim.org/report?url=www.strose.edu/,54,4,19,63,132,120,The College of Saint Rose,Albany,NY,3,4,2,0.8188,0.0,48125.0,,34354.0,34354.0,0.526,1,44960904.0,2239.0,,21634.0
647,Siena College,siena.edu,3.83,83,1115,http://wave.webaim.org/report?url=https://www.siena.edu/,2,1,5,28,36,11,Siena College,Loudonville,NY,3,4,2,0.8066,0.0,58200.0,,40175.0,40175.0,0.6333,1,137220433.0,3266.0,,29047.0
648,"St. John Fisher University, Rochester, NY",sjfc.edu,5.22,103,644,http://wave.webaim.org/report?url=https://www.sjfc.edu/,4,1,12,30,33,23,Saint John Fisher College,Rochester,NY,3,4,2,0.6841,0.0,49242.0,,35150.0,35150.0,1.0,1,94839826.0,2679.0,,29240.0
649,An Alfred State degree gets results! | Alfred State,alfredstate.edu,4.93,1191,2196,http://wave.webaim.org/report?url=www.alfredstate.edu/,33,3,73,57,112,913,SUNY College of Technology at Alfred,Alfred,NY,2,3,1,0.7172,0.0,25043.0,,8726.0,15666.0,0.7092,1,5915465.0,3651.0,17263.0,
650,SUNY Canton,canton.edu,5.02,367,1297,http://wave.webaim.org/report?url=www.canton.edu/,1,11,71,78,102,104,SUNY College of Technology at Canton,Canton,NY,3,3,1,0.8301,0.0,23026.0,,8689.0,12619.0,0.6474,1,14214135.0,3033.0,13832.0,
651,"SUNY Cobleskill | To Grow, To Sustain and To Renew",cobleskill.edu,5.23,160,595,http://wave.webaim.org/report?url=www.cobleskill.edu/,3,10,20,16,33,78,SUNY College of Agriculture and Technology at Cobleskill,Cobleskill,NY,3,3,1,0.8,0.0,25633.0,,8591.0,18501.0,0.6623,1,8486029.0,2073.0,16421.0,
652,SUNY Morrisville,morrisville.edu,2.73,107,779,http://wave.webaim.org/report?url=www.morrisville.edu/,3,2,8,16,29,49,SUNY Morrisville,Morrisville,NY,2,3,1,0.7672,0.0,27687.0,,8740.0,18650.0,0.68,1,2338991.0,2418.0,18436.0,
653,University at Albany - State University of New York,albany.edu,5.53,115,2008,http://wave.webaim.org/report?url=www.albany.edu/,3,0,11,28,43,30,SUNY at Albany,Albany,NY,3,4,1,0.5715,0.0,26563.0,,10160.0,27750.0,0.5982,1,75126461.0,13051.0,18355.0,
654,Welcome to the University at Buffalo - University at Buffalo,buffalo.edu,9.24,568,3655,http://wave.webaim.org/report?url=www.buffalo.edu/,0,5,252,44,100,167,University at Buffalo,Buffalo,NY,3,4,1,0.6695,0.0,26958.0,,10526.0,28196.0,0.6545,1,797894689.0,22059.0,19262.0,
655,"Stony Brook University, New York",stonybrook.edu,4.23,322,997,http://wave.webaim.org/report?url=https://www.stonybrook.edu/,2,19,146,17,88,50,Stony Brook University,Stony Brook,NY,3,4,1,0.4891,0.0,26270.0,,10091.0,27761.0,0.63,1,265806703.0,17962.0,16119.0,
656,Welcome to ESF,esf.edu,3.72,118,461,http://wave.webaim.org/report?url=www.esf.edu/,9,6,13,23,36,31,SUNY College of Environmental Science and Forestry,Syracuse,NY,3,4,1,0.6017,0.0,29680.0,,9130.0,19040.0,0.8024,1,38902134.0,1714.0,21413.0,
657,Go Oswego | SUNY Oswego,oswego.edu,4.53,130,640,http://wave.webaim.org/report?url=https://www.oswego.edu/,0,0,4,13,50,63,SUNY College at Oswego,Oswego,NY,3,4,1,0.689,0.0,24970.0,,8651.0,18561.0,0.6703,1,40526756.0,6623.0,15719.0,
658,Welcome to Purchase College,purchase.edu,2.72,159,580,http://wave.webaim.org/report?url=www.purchase.edu/,0,0,13,20,65,61,SUNY at Purchase College,Purchase,NY,3,4,1,0.737,0.0,27991.0,,8953.0,18863.0,0.41,1,77949084.0,3528.0,17701.0,
659,Home | SUNY Maritime College,sunymaritime.edu,3.32,607,932,http://wave.webaim.org/report?url=www.sunymaritime.edu/,0,1,165,34,49,358,SUNY Maritime College,Throggs Neck,NY,3,4,1,0.7271,0.0,26864.0,,8522.0,18432.0,0.7333,1,7974021.0,1508.0,19607.0,
660,Yeshiva of Rochester,tiuny.org,3.02,133,436,http://wave.webaim.org/report?url=https://www.tiuny.org/,3,22,22,11,32,43,Talmudical Institute of Upstate New York,Rochester,NY,3,0,2,1.0,0.0,14550.0,,6150.0,6150.0,,1,,8.0,,3190.0
661,Homepage - Union Theological Seminary,utsnyc.edu,4.83,192,2176,http://wave.webaim.org/report?url=utsnyc.edu/,24,12,36,1,88,31,Union Theological Seminary in the City of New York,New York,NY,4,4,2,,0.0,,,,,1.0,1,109723709.0,,,
662,Celebrating 75 Years of Innovation and Achievement | Utica University,utica.edu,3.82,194,765,http://wave.webaim.org/report?url=https://www.utica.edu/,0,3,32,37,64,58,Utica University,Utica,NY,3,4,2,0.8641,0.0,34427.0,,22110.0,22110.0,0.4058,1,25052831.0,3108.0,,22452.0
663,Vassar College Home | Vassar College,vassar.edu,5.43,147,700,http://wave.webaim.org/report?url=www.vassar.edu/,8,10,24,14,47,44,Vassar College,Poughkeepsie,NY,3,3,2,0.2454,0.0,75203.0,,60930.0,60930.0,0.841,1,1124863945.0,2421.0,,27499.0
664,SUNY Westchester Community College - www.sunywcc.edu,sunywcc.edu,6.83,437,1347,http://wave.webaim.org/report?url=www.sunywcc.edu/,3,96,184,12,123,19,SUNY Westchester Community College,Valhalla,NY,2,2,1,,0.0,14719.0,,5036.0,12226.0,0.2803,2,,8813.0,8659.0,
665,Yeshiva Shaar Hatorah - Grodno,shaarhatorah.edu,2.02,3,7,http://wave.webaim.org/report?url=shaarhatorah.edu/,1,0,2,0,0,0,Yeshiva Shaar Hatorah,Kew Gardens,NY,3,3,2,0.6957,0.0,18780.0,,17160.0,17160.0,,1,56483.0,88.0,,9749.0
666,Home - South Piedmont Community College,spcc.edu,5.63,143,840,http://wave.webaim.org/report?url=https://www.spcc.edu/,5,1,10,20,46,61,South Piedmont Community College,Polkton,NC,1,2,1,,0.0,11633.0,,2015.0,6623.0,0.3899,2,2055478.0,1404.0,5727.0,
667,"Appalachian State University / Boone, North Carolina",appstate.edu,3.22,111,629,http://wave.webaim.org/report?url=www.appstate.edu/,4,0,32,39,34,2,Appalachian State University,Boone,NC,3,4,1,0.7951,0.0,19661.0,,7410.0,22217.0,0.7806,1,120024081.0,17990.0,13989.0,
668,A Standard of Excellence for Private Colleges in North Carolina | Among the Best North Carolina Colleges | Belmont Abbey College,belmontabbeycollege.edu,12.24,1265,3671,http://wave.webaim.org/report?url=www.belmontabbeycollege.edu/,37,76,113,152,239,648,Belmont Abbey College,Belmont,NC,3,3,2,0.801,0.0,31943.0,,18500.0,18500.0,0.609,1,9627450.0,1429.0,,21329.0
669,Catawba College,catawba.edu,4.74,324,1517,http://wave.webaim.org/report?url=www.catawba.edu/,6,5,5,56,91,161,Catawba College,Salisbury,NC,3,3,2,0.5212,0.0,44235.0,,31436.0,31436.0,0.6818,1,68022000.0,1312.0,,18702.0
670,CCCC - Central Carolina Community College,cccc.edu,2.14,74,489,http://wave.webaim.org/report?url=www.cccc.edu/,0,0,16,12,41,5,Central Carolina Community College,Sanford,NC,1,2,1,,0.0,12784.0,,2554.0,8698.0,0.3352,2,5915588.0,3069.0,5398.0,
671,Coastal Carolina Community College,coastalcarolina.edu,6.43,135,702,http://wave.webaim.org/report?url=www.coastalcarolina.edu/,0,1,14,6,46,68,Coastal Carolina Community College,Jacksonville,NC,1,2,1,,0.0,13658.0,,2462.0,8606.0,0.3702,2,3641058.0,2919.0,6992.0,
672,Elon University - America’s Top-Ranked Teaching University,elon.edu,4.42,156,567,http://wave.webaim.org/report?url=www.elon.edu,2,2,17,35,36,64,Elon University,Elon,NC,3,4,2,0.717,0.0,52587.0,,37921.0,37921.0,0.7819,1,269948667.0,6291.0,,38122.0
673,FTCC's Home Page - Fayetteville Technical Community College,faytechcc.edu,4.82,252,1092,http://wave.webaim.org/report?url=https://www.faytechcc.edu/,13,1,40,16,73,109,Fayetteville Technical Community College,Fayetteville,NC,1,2,1,,0.0,12009.0,,2544.0,8688.0,0.4323,2,39050.0,9737.0,4337.0,
674,Forsyth Tech - Community College,forsythtech.edu,5.13,132,788,http://wave.webaim.org/report?url=https://www.forsythtech.edu/,5,5,28,27,36,31,Forsyth Technical Community College,Winston-Salem,NC,2,2,1,,0.0,10895.0,,2152.0,7168.0,1.0,2,1112719.0,6245.0,5388.0,
675,A Leader In Christian Higher Education | Gardner-Webb University,gardner-webb.edu,4.24,467,958,http://wave.webaim.org/report?url=www.gardner-webb.edu/,1,28,10,17,56,355,Gardner-Webb University,Boiling Springs,NC,3,4,2,0.7795,0.0,45333.0,,32180.0,32180.0,0.967,1,70518164.0,2059.0,,20776.0
676,"Halifax Community College | Weldon, NC 27890",halifaxcc.edu,6.03,117,843,http://wave.webaim.org/report?url=www.halifaxcc.edu/,0,1,19,15,30,52,Halifax Community College,Weldon,NC,1,2,1,,0.0,9556.0,,2608.0,8752.0,0.2067,2,1424869.0,499.0,3491.0,
677,James Sprunt Community College,jamessprunt.edu,9.34,314,1860,http://wave.webaim.org/report?url=www.jamessprunt.edu/,3,27,63,64,45,112,James Sprunt Community College,Kenansville,NC,2,2,1,,0.0,11811.0,,2570.0,8714.0,0.203,2,,865.0,3464.0,
678,Johnson C. Smith University,jcsu.edu,9.14,132,649,http://wave.webaim.org/report?url=www.jcsu.edu/,13,3,13,10,34,59,Johnson C Smith University,Charlotte,NC,3,4,2,0.492,0.0,33444.0,,18784.0,18784.0,0.5776,1,68950171.0,1248.0,,20792.0
679,Welcome to Johnston Community College,johnstoncc.edu,2.92,78,443,http://wave.webaim.org/report?url=www.johnstoncc.edu/,0,1,6,21,26,24,Johnston Community College,Smithfield,NC,1,2,1,,0.0,11629.0,,2657.0,8801.0,0.2865,2,5990812.0,3023.0,5241.0,
680,"Lees-McRae College | Banner Elk, North Carolina",lmc.edu,12.94,218,979,http://wave.webaim.org/report?url=www.lmc.edu/,24,7,60,35,56,36,Lees-McRae College,Banner Elk,NC,3,3,2,0.7329,0.0,43437.0,,27390.0,27390.0,0.566,1,30708384.0,834.0,,23347.0
681,Home | Lenoir-Rhyne University,lr.edu,3.52,323,1187,http://wave.webaim.org/report?url=www.lr.edu/,1,18,38,33,35,198,Lenoir-Rhyne University,Hickory,NC,3,4,2,0.7662,0.0,50232.0,,39900.0,39900.0,1.0,1,114888773.0,1659.0,,18772.0
682,Leon's Beauty School,leonsbeauty.com,2.22,113,323,http://wave.webaim.org/report?url=www.leonsbeauty.com/,10,40,11,2,33,17,Leons Beauty School Inc,Greensboro,NC,1,1,3,,0.0,,8543.0,,,,3,,135.0,,3739.0
683,Home - Louisburg College,louisburg.edu,4.32,103,508,http://wave.webaim.org/report?url=www.louisburg.edu/,0,0,16,18,32,37,Louisburg College,Louisburg,NC,2,2,2,0.8246,0.0,32557.0,,19795.0,19795.0,0.725,2,13934844.0,490.0,,18038.0
684,Welcome | Martin Community College,martincc.edu,2.31,86,479,http://wave.webaim.org/report?url=www.martincc.edu/,0,0,6,21,54,5,Martin Community College,Williamston,NC,2,2,1,,0.0,13071.0,,1915.0,6523.0,0.2014,2,,298.0,6603.0,
685,"Methodist University | Fayetteville, NC | Engage. Enrich. Empower.",methodist.edu,3.82,356,1244,http://wave.webaim.org/report?url=www.methodist.edu/,1,9,14,45,69,218,Methodist University,Fayetteville,NC,3,4,2,0.7588,0.0,55751.0,,36076.0,36076.0,0.6615,1,21081128.0,1419.0,,32681.0
686,University of North Carolina Wilmington,uncw.edu,3.01,122,473,http://wave.webaim.org/report?url=www.uncw.edu/,2,17,25,20,53,5,University of North Carolina Wilmington,Wilmington,NC,3,4,1,0.6797,0.0,24837.0,,7181.0,21246.0,0.723,1,104945568.0,14326.0,19136.0,
687,"Randolph Community College | Asheboro, NC.",randolph.edu,3.33,360,777,http://wave.webaim.org/report?url=www.randolph.edu/,1,0,8,40,35,276,Randolph Community College,Asheboro,NC,2,2,1,,0.0,13659.0,,2386.0,8146.0,0.2107,2,10756993.0,1505.0,5445.0,
688,Home - Mid-Atlantic Christian University,macuniversity.edu,4.02,165,865,http://wave.webaim.org/report?url=www.macuniversity.edu/,5,19,25,7,43,66,Mid-Atlantic Christian University,Elizabeth City,NC,3,3,2,0.4312,0.0,30542.0,,16490.0,16490.0,0.8235,1,3502542.0,150.0,,20709.0
689,Salem College,salem.edu,3.62,1071,1962,http://wave.webaim.org/report?url=www.salem.edu/,0,0,44,25,30,972,Salem College,Winston-Salem,NC,3,4,2,0.8463,0.0,44461.0,,31016.0,31016.0,0.589,1,59857730.0,456.0,,18339.0
690,Home - St. Andrews University,sa.edu,5.63,385,1762,http://wave.webaim.org/report?url=www.sa.edu/,8,49,40,20,76,192,St. Andrews University,Laurinburg,NC,3,4,2,0.6086,0.0,44686.0,,29680.0,29680.0,0.6173,1,7097953.0,862.0,,24731.0
691,Home - Surry Community College,surry.edu,3.72,163,761,http://wave.webaim.org/report?url=https://surry.edu/,1,2,8,43,83,26,Surry Community College,Dobson,NC,2,2,1,,0.0,14345.0,,2663.0,8807.0,0.3006,2,8442082.0,1843.0,5510.0,
692,Welcome to Tri-County Community College - Tri-County Community College,tricountycc.edu,2.83,168,913,http://wave.webaim.org/report?url=www.tricountycc.edu/,18,3,51,20,53,23,Tri-County Community College,Murphy,NC,2,2,1,,0.0,12783.0,,2363.0,8507.0,0.2289,2,215915.0,738.0,6156.0,
693,Warren Wilson College - Home - Warren Wilson College,warren-wilson.edu,3.42,66,547,http://wave.webaim.org/report?url=https://www.warren-wilson.edu/,0,18,4,13,17,14,Warren Wilson College,Swannanoa,NC,3,4,2,0.8484,0.0,52526.0,,38350.0,38350.0,0.6078,1,51720334.0,625.0,,24696.0
694,Western Carolina University - Western Carolina University | Home,wcu.edu,4.43,258,798,http://wave.webaim.org/report?url=www.wcu.edu/,4,3,18,13,59,161,Western Carolina University,Cullowhee,NC,3,4,1,0.4848,0.0,18462.0,,4285.0,8285.0,0.7211,1,86509244.0,10387.0,13924.0,
695,"Mayville State University :: Mayville, ND",mayvillestate.edu,5.92,767,1741,http://wave.webaim.org/report?url=www.mayvillestate.edu/,4,7,49,105,152,450,Mayville State University,Mayville,ND,3,4,1,0.5303,0.0,18727.0,,7381.0,10394.0,1.0,1,8052112.0,880.0,13856.0,
696,MSU - Minot State University,minotstateu.edu,3.42,248,675,http://wave.webaim.org/report?url=www.minotstateu.edu/,2,24,27,38,8,149,Minot State University,Minot,ND,3,4,1,0.7733,0.0,16896.0,,7896.0,7896.0,0.5878,1,31498895.0,2288.0,12205.0,
697,"UND | Grand Forks, ND | University of North Dakota",und.edu,3.64,130,810,http://wave.webaim.org/report?url=https://und.edu/,6,1,6,20,45,52,University of North Dakota,Grand Forks,ND,3,4,1,0.8675,0.0,23119.0,,10276.0,14546.0,0.904,1,264475000.0,9219.0,16966.0,
698,NDSU - North Dakota State University,ndsu.edu,3.82,127,809,http://wave.webaim.org/report?url=https://www.ndsu.edu/,4,14,12,17,44,36,North Dakota State University-Main Campus,Fargo,ND,3,4,1,0.941,0.0,22201.0,,10168.0,14471.0,0.9709,1,513982.0,10311.0,16998.0,
699,Valley City State University | See yourself at VCSU,vcsu.edu,5.52,688,769,http://wave.webaim.org/report?url=www.vcsu.edu/,0,11,13,9,68,587,Valley City State University,Valley City,ND,3,4,1,0.806,0.0,18712.0,,7942.0,12532.0,0.542,1,9321368.0,1004.0,11676.0,
700,Belmont College | Home - Belmont College,belmontcollege.edu,2.52,164,615,http://wave.webaim.org/report?url=www.belmontcollege.edu/,6,28,23,30,39,38,Belmont College,St Clairsville,OH,2,2,1,,0.0,10242.0,,4218.0,6720.0,0.3562,2,457449.0,549.0,5990.0,
701,Case Western Reserve University: One of the nation's best,case.edu,5.13,143,459,http://wave.webaim.org/report?url=www.case.edu/,1,3,15,19,21,84,Case Western Reserve University,Cleveland,OH,3,4,2,0.3027,0.0,69526.0,,52948.0,52948.0,0.7726,1,1866500000.0,5360.0,,34214.0
702,CCMS | Home,ccms.edu,3.42,275,1458,http://wave.webaim.org/report?url=www.ccms.edu/,1,4,17,74,43,136,Cincinnati College of Mortuary Science,Cincinnati,OH,2,3,2,,0.0,,,,,,1,603823.0,84.0,,
